split,project,index_file
train,MSV000080202,MSV000080202.OTF15-1164.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1166.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1172.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1174.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1176.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1182.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1184.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1186.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1192.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1194.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1196.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1202.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1204.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1206.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1217.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1219.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1221.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1227.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1229.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1231.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1255.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1257.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1259.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1265.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1267.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1269.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1275.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1277.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1279.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1285.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1287.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1289.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1295.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1297.ms2.index.npy
train,MSV000080202,MSV000080202.OTF15-1299.ms2.index.npy
train,MSV000080254,MSV000080254.3B1-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B1-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B10-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B10-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B11-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B11-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B12-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B12-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B13-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B13-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B14-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B14-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B15-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B15-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B16-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B16-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B17-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B17-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B18-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B18-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B19-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B19-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B2-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B2-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B20-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B20-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B21-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B21-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B22-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B22-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B23-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B23-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B24-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B24-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B3-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B3-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B4-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B4-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B5-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B5-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B6-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B6-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B7-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B7-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B8-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B8-2.ms2.index.npy
train,MSV000080254,MSV000080254.3B9-1.ms2.index.npy
train,MSV000080254,MSV000080254.3B9-2.ms2.index.npy
train,MSV000080254,MSV000080254.H1-1.ms2.index.npy
train,MSV000080254,MSV000080254.H1-2.ms2.index.npy
train,MSV000080254,MSV000080254.H10-1.ms2.index.npy
train,MSV000080254,MSV000080254.H10-2.ms2.index.npy
train,MSV000080254,MSV000080254.H11-1.ms2.index.npy
train,MSV000080254,MSV000080254.H11-2.ms2.index.npy
train,MSV000080254,MSV000080254.H12-1.ms2.index.npy
train,MSV000080254,MSV000080254.H12-2.ms2.index.npy
train,MSV000080254,MSV000080254.H13-1.ms2.index.npy
train,MSV000080254,MSV000080254.H13-2.ms2.index.npy
train,MSV000080254,MSV000080254.H14-1.ms2.index.npy
train,MSV000080254,MSV000080254.H14-2.ms2.index.npy
train,MSV000080254,MSV000080254.H15-1.ms2.index.npy
train,MSV000080254,MSV000080254.H15-2.ms2.index.npy
train,MSV000080254,MSV000080254.H16-1.ms2.index.npy
train,MSV000080254,MSV000080254.H16-2.ms2.index.npy
train,MSV000080254,MSV000080254.H17-1.ms2.index.npy
train,MSV000080254,MSV000080254.H17-2.ms2.index.npy
train,MSV000080254,MSV000080254.H18-1.ms2.index.npy
train,MSV000080254,MSV000080254.H18-2.ms2.index.npy
train,MSV000080254,MSV000080254.H19-1.ms2.index.npy
train,MSV000080254,MSV000080254.H19-2.ms2.index.npy
train,MSV000080254,MSV000080254.H2-1.ms2.index.npy
train,MSV000080254,MSV000080254.H2-2.ms2.index.npy
train,MSV000080254,MSV000080254.H20-1.ms2.index.npy
train,MSV000080254,MSV000080254.H20-2.ms2.index.npy
train,MSV000080254,MSV000080254.H21-1.ms2.index.npy
train,MSV000080254,MSV000080254.H21-2.ms2.index.npy
train,MSV000080254,MSV000080254.H22-1.ms2.index.npy
train,MSV000080254,MSV000080254.H22-2.ms2.index.npy
train,MSV000080254,MSV000080254.H23-1.ms2.index.npy
train,MSV000080254,MSV000080254.H23-2.ms2.index.npy
train,MSV000080254,MSV000080254.H24-1.ms2.index.npy
train,MSV000080254,MSV000080254.H24-2.ms2.index.npy
train,MSV000080254,MSV000080254.H3-1.ms2.index.npy
train,MSV000080254,MSV000080254.H3-2.ms2.index.npy
train,MSV000080254,MSV000080254.H4-1.ms2.index.npy
train,MSV000080254,MSV000080254.H4-2.ms2.index.npy
train,MSV000080254,MSV000080254.H5-1.ms2.index.npy
train,MSV000080254,MSV000080254.H5-2.ms2.index.npy
train,MSV000080254,MSV000080254.H6-1.ms2.index.npy
train,MSV000080254,MSV000080254.H6-2.ms2.index.npy
train,MSV000080254,MSV000080254.H7-1.ms2.index.npy
train,MSV000080254,MSV000080254.H7-2.ms2.index.npy
train,MSV000080254,MSV000080254.H8-1.ms2.index.npy
train,MSV000080254,MSV000080254.H8-2.ms2.index.npy
train,MSV000080254,MSV000080254.H9-1.ms2.index.npy
train,MSV000080254,MSV000080254.H9-2.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1A-3_150.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1A-3_500.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1A-3_75.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1a-3_250.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1b-5_150.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1b-5_250.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1b-5_500.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_1b-5_75.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2A-4_150.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2A-4_250.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2A-4_500.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2A-4_75.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2b-6_150.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2b-6_250.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2b-6_500.ms2.index.npy
train,MSV000080723,MSV000080723.EHZF_18Olabelling_2b-6_75.ms2.index.npy
test,MSV000080742,MSV000080742.QE_140221_01_UPS1_100fmolspiked.ms2.index.npy
test,MSV000080742,MSV000080742.QE_140221_02_UPS1_300fmolspiked.ms2.index.npy
test,MSV000080742,MSV000080742.QE_140221_03_UPS1_600fmolspiked.ms2.index.npy
train,MSV000080746,MSV000080746.CD_99_1_6uL.ms2.index.npy
train,MSV000080746,MSV000080746.CD_99_2_6uL.ms2.index.npy
train,MSV000080746,MSV000080746.CD_99_3_6uL.ms2.index.npy
train,MSV000080746,MSV000080746.CD_99_4_6uL.ms2.index.npy
train,MSV000080746,MSV000080746.CD_99_4_6uL_INC.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM1_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM1_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM1_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM1_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM1_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM2_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM2_2_110612101420.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM2_3_110612155437.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM2_4_110612200610.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM2_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110610_Q2_TaGe_SA_SSM2_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC5_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC5_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC5_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC5_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC5_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC5_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC6_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC6_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC6_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC6_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC6_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC6_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC7_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC7_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC7_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC7_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC7_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_EXQ1_TaGe_SA_BC7_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC13_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC1_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC1_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC1_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC1_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC1_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC3_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC3_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC3_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC3_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC3_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC3_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC4_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC4_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC4_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC4_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC4_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110612_Q2_TaGe_SA_BC4_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC10_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC10_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC10_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC10_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC10_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC10_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC12_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC12_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC12_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC12_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC12_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC12_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC17_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC17_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC17_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC17_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC17_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC17_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC18_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC18_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC18_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC18_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC18_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC18_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC19_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC19_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC19_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC19_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC19_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC19_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC20_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC20_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC20_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC20_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC20_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC20_6_110624160855.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC25_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC25_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC25_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC25_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC25_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC25_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC26_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC26_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC26_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC26_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC26_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC26_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC27_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC27_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC27_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC27_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC27_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC27_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC33_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC33_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC33_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC33_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC33_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC33_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC34_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC34_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC34_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC34_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC34_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC34_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC36_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC36_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC36_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC36_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC36_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC36_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC37A_1_110708022331.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC37A_2_110708062628.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC37A_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC37A_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC37A_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC37A_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC9_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC9_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC9_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC9_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC9_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_BC9_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_SSM_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_SSM_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_SSM_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_SSM_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_SSM_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110616_EXQ1_TaGe_SA_SSM_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC29_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC29_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC29_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC29_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC29_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC29_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC30B_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC30B_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC30B_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC30B_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC30B_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110617_EXQ2_TaGe_SA_BC30B_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC21_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC21_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC21_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC21_4.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC21_5.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC21_6.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC22_1.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC22_2.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC22_3.ms2.index.npy
train,MSV000080757,MSV000080757.20110624_EXQ1_TaGe_SA_BC22_4.ms2.index.npy
